"tokenId","documentId","textContent","textOffset","lemma","index","partOfSpeech_tag","partOfSpeech_aspect","partOfSpeech_case","partOfSpeech_form","partOfSpeech_gender","partOfSpeech_mood","partOfSpeech_number","partOfSpeech_person","partOfSpeech_proper","partOfSpeech_reciprocity","partOfSpeech_tense","partOfSpeech_voice","dependencyEdge_headTokenIndex","dependencyEdge_label"
"15f48933da152f24c65aab3846fbff56","VERIFY_ALL_METHODS_SUCCESS","He","61","He","10","PRON","ASPECT_UNKNOWN","NOMINATIVE","FORM_UNKNOWN","MASCULINE","MOOD_UNKNOWN","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","11","NSUBJ"
"ebdfccf20dd6bd3cd5645cb97d0c9bba","VERIFY_ALL_METHODS_SUCCESS","played","64","play","11","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","11","ROOT"
"2aa924e79620c566f77fd56f6cda09cf","VERIFY_ALL_METHODS_SUCCESS","nineteen","71","nineteen","12","NUM","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","13","NUM"
"801f1ae7275f6795d472d899994dc96c","VERIFY_ALL_METHODS_SUCCESS","seasons","80","season","13","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","PLURAL","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","11","DOBJ"
"29d6fe8f9f16ec7512e005eb2dbc51ff","VERIFY_ALL_METHODS_SUCCESS","of","88","of","14","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","13","PREP"
"85835affad5c7da0a3d3ef952139a0b2","VERIFY_ALL_METHODS_SUCCESS","professional","91","professional","15","ADJ","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","16","AMOD"
"b038ae88e71516121f84f050650f7415","VERIFY_ALL_METHODS_SUCCESS","hockey","104","hockey","16","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","14","POBJ"
"46a7f2aa292e7cda3741814654a67194","VERIFY_ALL_METHODS_SUCCESS",",","110",",","17","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","11","P"
"a48752b9cd8e220b99a79584ca8c4678","VERIFY_ALL_METHODS_SUCCESS","for","112","for","18","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","11","PREP"
"0ca9765aeede69b01c9e9a05654fda13","VERIFY_ALL_METHODS_SUCCESS","teams","116","team","19","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","PLURAL","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","18","POBJ"
"6700b9bb7c2d60fad7a07355cb8a324a","VERIFY_ALL_METHODS_SUCCESS","in","122","in","20","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","19","PREP"
"1fc2960cebb3fd37542219a6d3a5c5a0","VERIFY_ALL_METHODS_SUCCESS","the","125","the","21","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","DET"
"5411a7a025fd8786f40f8163b2dc0de6","VERIFY_ALL_METHODS_SUCCESS","Czechoslovak","129","Czechoslovak","22","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","NN"
"ac4423d79b8e9e22148b4328fcf3f93b","VERIFY_ALL_METHODS_SUCCESS","First","142","First","23","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","NN"
"f43a19f08a1226a6bce7297e51b20e2a","VERIFY_ALL_METHODS_SUCCESS","Ice","148","Ice","24","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","NN"
"fd04425cdfcc13e8cf87ea943d613f8a","VERIFY_ALL_METHODS_SUCCESS","Hockey","152","Hockey","25","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","NN"
"3727b5c47422c4d6697b54e9f3a5785b","VERIFY_ALL_METHODS_SUCCESS","League","159","League","26","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","20","POBJ"
"2ca12bf2d7463c199fb47cb7a8822b39","VERIFY_ALL_METHODS_SUCCESS",",","165",",","27","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","P"
"ac97d1bb710b2c37d08a264ce2d8822c","VERIFY_ALL_METHODS_SUCCESS","National","167","National","28","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","30","NN"
"c3ed470fce85955d56d3d2da5991469c","VERIFY_ALL_METHODS_SUCCESS","Hockey","176","Hockey","29","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","30","NN"
"1c8c919eec2039be2b409c9f0991c36b","VERIFY_ALL_METHODS_SUCCESS","League","183","League","30","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","CONJ"
"8d68fb74a1863edc0e5f519656ccad9f","VERIFY_ALL_METHODS_SUCCESS",",","189",",","31","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","P"
"31fbcba79eac1b8415435cb30265daef","VERIFY_ALL_METHODS_SUCCESS","Slovak","191","Slovak","32","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","33","NN"
"063e3d6947a7a24bc5139782c7bed773","VERIFY_ALL_METHODS_SUCCESS","Extraliga","198","Extraliga","33","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","CONJ"
"8788da4e4809c173e127702d5371160c","VERIFY_ALL_METHODS_SUCCESS",",","207",",","34","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","P"
"6b91e9b195b98d37fd1d938c269b8b5e","VERIFY_ALL_METHODS_SUCCESS","and","209","and","35","CONJ","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","CC"
"e8d0239361feeb842494474808d8f72b","VERIFY_ALL_METHODS_SUCCESS","Kontinental","213","Kontinental","36","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","38","NN"
"c7d819aa6f034bfea7e6025ef9ab378e","VERIFY_ALL_METHODS_SUCCESS","Hockey","225","Hockey","37","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","38","NN"
"6a17631ceb6ed2df8cd1a84408be1e23","VERIFY_ALL_METHODS_SUCCESS","League","232","League","38","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","26","CONJ"
"132f840b913fa3ab3bf0832051082e5f","VERIFY_ALL_METHODS_SUCCESS",".","238",".","39","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","11","P"
"8d1b600d90488f825ade44aaead1fd09","VERIFY_ALL_METHODS_SUCCESS","Pavol","241","Pavol","40","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","41","NN"
"597f23c143154658956c89a5de8ae828","VERIFY_ALL_METHODS_SUCCESS","Demitra","247","Demitra","41","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","42","NSUBJ"
"2354f0592ff329e4f8db729aeddaa6a5","VERIFY_ALL_METHODS_SUCCESS","scored","255","score","42","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","42","ROOT"
"723f0bef7c5ec08203d06b23958703fc","VERIFY_ALL_METHODS_SUCCESS","211","262","211","43","NUM","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","44","NUM"
"0fc47b50cf9969977d61bb78bd601e2b","VERIFY_ALL_METHODS_SUCCESS","goals","266","goal","44","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","PLURAL","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","42","DOBJ"
"427284d7d330c1bb3169c000cff12adb","VERIFY_ALL_METHODS_SUCCESS","in","272","in","45","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","44","PREP"
"8e1e50d4e86fd8cbce5aa890fd670478","VERIFY_ALL_METHODS_SUCCESS","NHL","275","NHL","46","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","45","POBJ"
"e08a363f381b5eec33b08ee664ba1e89","VERIFY_ALL_METHODS_SUCCESS","in","279","in","47","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","42","PREP"
"dda99f2b85d26e45c68ef8903b0a43a8","VERIFY_ALL_METHODS_SUCCESS","his","282","his","48","PRON","ASPECT_UNKNOWN","GENITIVE","FORM_UNKNOWN","MASCULINE","MOOD_UNKNOWN","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","49","POSS"
"bee8b4e2df546543ce71bb1dca188471","VERIFY_ALL_METHODS_SUCCESS","carrer","286","carrer","49","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","47","POBJ"
"077a82b486c067501edbce07ed630c6c","VERIFY_ALL_METHODS_SUCCESS",".","292",".","50","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","42","P"
"9a14b8d9840272962af2f76220d251e6","VERIFY_ALL_METHODS_SUCCESS","He","294","He","51","PRON","ASPECT_UNKNOWN","NOMINATIVE","FORM_UNKNOWN","MASCULINE","MOOD_UNKNOWN","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","52","NSUBJ"
"ccae00fd8bc2b8d7f2dcdc0aff59dc0b","VERIFY_ALL_METHODS_SUCCESS","died","297","die","52","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","52","ROOT"
"005c91dbdd4e48d715461f5fa56fa6ee","VERIFY_ALL_METHODS_SUCCESS","in","302","in","53","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","52","PREP"
"846e7404ef634f97db4d659363b936bb","VERIFY_ALL_METHODS_SUCCESS","2011","305","2011","54","NUM","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","53","POBJ"
"3673212dd314e04bc8f9b1d81b144379","VERIFY_ALL_METHODS_SUCCESS","in","310","in","55","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","52","PREP"
"7c7d1e5ea488eca3ab49a1186b82e96b","VERIFY_ALL_METHODS_SUCCESS","a","313","a","56","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","58","DET"
"2f4a48837043085264048ea45bf8169f","VERIFY_ALL_METHODS_SUCCESS","plane","315","plane","57","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","58","NN"
"ba3f94af1063d73c3c60f93a4e2f56fd","VERIFY_ALL_METHODS_SUCCESS","crash","321","crash","58","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","55","POBJ"
"276290b820ef11230a8168106b67f3c2","VERIFY_ALL_METHODS_SUCCESS","near","327","near","59","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","58","PREP"
"7baf9f899af67f312b265a48bcddaf93","VERIFY_ALL_METHODS_SUCCESS","Jaroslavl","332","Jaroslavl","60","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","59","POBJ"
"ba743774fb9ccaf4ccd6ec23f89edcfe","VERIFY_ALL_METHODS_SUCCESS",".","341",".","61","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","52","P"
"1f4f72d80999e7d513d7efc5eebba249","VERIFY_ALL_METHODS_SUCCESS","Pavol","343","Pavol","62","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","63","NN"
"9f436b40db04ea530643814f90e3618e","VERIFY_ALL_METHODS_SUCCESS","Demitra","349","Demitra","63","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","65","NSUBJ"
"d9a6a3e40e807aaa8914b184ea7a131b","VERIFY_ALL_METHODS_SUCCESS","has","357","have","64","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PRESENT","VOICE_UNKNOWN","65","AUX"
"3a7c818567f9b4a872a0e90e31e0dd9f","VERIFY_ALL_METHODS_SUCCESS","died","361","die","65","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","65","ROOT"
